project,views_sum,processed_views_mean
udm,1566,2.8326947637292466
udm.m,690,1.5304347826086957
ug,2287,2.794490599038041
ug.b,74,1.1891891891891893
ug.d,223,4.2825112107623315
ug.m,824,1.9563106796116505
ug.m.b,35,1.1714285714285715
ug.m.d,72,1.0277777777777777
ug.m.q,61,1.2622950819672132
ug.q,49,1.8571428571428572
uk,636659,9.98517102561968
uk.b,964,1.612033195020747
uk.d,3765,3.905179282868526
uk.m,1476299,13.046229117543263
uk.m.b,313,1.6900958466453675
uk.m.d,5318,4.797668296352012
uk.m.n,264,1.25
uk.m.q,1794,1.3377926421404682
uk.m.s,68675,1.669151801965781
uk.m.voy,1523,12.518056467498358
uk.n,1148,7.473867595818815
uk.q,1557,1.9017341040462428
uk.s,9315,2.133870101986044
uk.voy,920,4.958695652173913
ur,32776,2.8469611911154504
ur.b,218,3.779816513761468
ur.d,780,5.312820512820513
ur.m,167440,5.089954610606784
ur.m.b,466,3.0858369098712446
ur.m.d,1216,1.756578947368421
ur.m.q,204,1.2647058823529411
ur.q,208,1.6634615384615385
usability.m,1202,1.2512479201331115
usability.m.m,1768,7.464932126696833
uz,47700,4.712746331236898
uz.b,106,1.4150943396226414
uz.d,3058,3.4126880313930674
uz.m,176661,10.346239407679114
uz.m.b,66,1.9696969696969697
uz.m.d,8399,1.6260269079652339
uz.m.q,193,3.4870466321243523
uz.q,183,1.9289617486338797
ve,495,6.284848484848485
ve.m,564,3.8652482269503547
ve.m.m,5,1.4
vec,5989,2.178159959926532
vec.d,273,2.7216117216117217
vec.m,7821,1.1168648510420662
vec.m.d,298,1.1140939597315436
vec.m.s,1838,1.060935799782372
vec.s,1815,1.5663911845730027
vep,2121,2.7284299858557284
vep.m,2779,1.327455919395466
vi,659404,20.01296625437516
vi.b,2670,2.4689138576779026
vi.d,25816,8.515029439107531
vi.m,1671215,186.62937862573037
vi.m.b,6895,16.79666424945613
vi.m.d,41178,3.1678566224683085
vi.m.q,1050,2.059047619047619
vi.m.s,11280,4.67322695035461
vi.m.voy,717,1.6415620641562063
vi.q,979,3.459652706843718
vi.s,3302,1.7698364627498486
vi.voy,1007,3.6971201588877856
vls,2126,2.5644402634054564
vls.m,2982,1.2132796780684105
vo,4092,2.2160312805474094
vo.b,31,2.4193548387096775
vo.d,430,4.920930232558139
vo.m,2375,1.2021052631578948
vo.m.b,29,1.6896551724137931
vo.m.d,544,1.0735294117647058
vo.m.q,14,1.2857142857142858
vo.q,52,2.5384615384615383
wa,2566,2.5206547155105223
wa.b,39,1.0512820512820513
wa.d,1402,2.2710413694721825
wa.m,1415,1.3674911660777385
wa.m.b,11,1.9090909090909092
wa.m.d,1572,1.3625954198473282
wa.m.s,657,1.0243531202435312
wa.s,527,1.2618595825426946
war,10587,1.612260319259469
war.m,5895,1.2493638676844783
wb.m,35,1.2857142857142858
wb.m.m,9,1.4444444444444444
wg-en,11,2.272727272727273
wikimania.m,7779,5.440416505977632
wikimania.m.m,5772,2.1576576576576576
wikitech.m,12715,33.1252064490759
wo,931,3.7089151450053706
wo.d,187,4.550802139037433
wo.m,314,1.3694267515923566
wo.m.d,106,1.169811320754717
wo.m.q,21,1
wo.q,14,1
wuu,14306,2.104431706976094
wuu.m,16960,1.8404481132075472
www.s,15389,39.519072064461625
www.w,142618,52.74585255718072
www.wd,689969,41.880114903713064
xal,1027,4.078870496592016
xal.m,450,1.7377777777777779
xh,1672,4.931818181818182
xh.b,16,1.875
xh.d,42,3
xh.m,4836,7.7216708023159635
xh.m.b,11,1.5454545454545454
xh.m.d,13,1.3076923076923077
xmf,4139,2.509543367963276
xmf.m,4543,1.7875852960598724
yi,5701,2.634099280827925
yi.d,283,4.978798586572438
yi.m,2484,1.391304347826087
yi.m.d,101,1.1782178217821782
yi.m.s,1336,1.0793413173652695
yi.s,626,2.2172523961661343
yo,5926,1.704691191360108
yo.b,38,2.8421052631578947
yo.d,35,1.6285714285714286
yo.m,16922,1.0684316274672025
yo.m.b,35,2.085714285714286
yo.m.d,28,1
yue.d,537,1.8119180633147114
yue.m.d,897,1.2675585284280937
za,1366,3.5241581259150805
za.b,33,1.121212121212121
za.d,110,3.981818181818182
za.m,399,1.456140350877193
za.m.b,26,1.3076923076923077
za.m.d,81,1.1481481481481481
za.m.q,18,1
za.q,43,1.0465116279069768
zea,1695,3.895575221238938
zea.m,1181,1.2641828958509738
zgh,965,3.225906735751295
zgh.m,1273,1.5860172820109977
zh,6634818,235.62655705099974
zh-classical,62999,35.781599707931875
zh-classical.m,5646,1.3333333333333333
zh-min-nan,13761,2.450766659399753
zh-min-nan.b,45,1.3111111111111111
zh-min-nan.d,554,4.277978339350181
zh-min-nan.m,73119,1.0553071021211997
zh-min-nan.m.b,38,1.1578947368421053
zh-min-nan.m.d,721,1.0998613037447988
zh-min-nan.m.q,33,1.0606060606060606
zh-min-nan.m.s,844,1.033175355450237
zh-min-nan.q,62,2.3548387096774195
zh-min-nan.s,627,1.6634768740031898
zh-yue,47969,2.054973003398028
zh-yue.m,94052,5.03049376940416
zh.b,73550,34.17528212100612
zh.d,261753,1.288073107089508
zh.m,9407312,748.5783331093941
zh.m.b,72737,6.891444519295544
zh.m.d,145998,1.4899245195139659
zh.m.n,3668,1.8882224645583425
zh.m.q,23539,4.431241768979141
zh.m.s,155121,2.06234487915885
zh.m.v,31970,8.020456678135753
zh.m.voy,20948,2.5881229711666984
zh.n,23145,26.496046662346078
zh.q,9494,2.188961449336423
zh.s,125516,35.86258325631792
zh.v,9040,2.82787610619469
zh.voy,52807,4.8098358172212015
zu,4928,3.5255681818181817
zu.b,27,1.5185185185185186
zu.d,204,4.921568627450981
zu.m,14872,26.155863367401828
zu.m.b,28,1.2142857142857142
zu.m.d,104,2.1346153846153846
