project,views,processed_views
uk.m.d,5318,6.921899009902028
uk.m.n,264,1.6643906188329627
uk.m.q,1794,1.537989569764325
uk.m.s,68675,7.827504150076584
uk.m.voy,1523,23.87301842514236
uk.n,1148,36.71964115194469
uk.q,1557,2.233075237523797
uk.s,9315,2.6605494620562613
uk.voy,920,9.272411721995633
ur,32776,3.360152572099158
ur.b,218,3.6301061207311207
ur.d,780,15.060756795400051
ur.m,167440,9.790199715131017
ur.m.b,466,4.864695958281485
ur.m.d,1216,2.476328080455576
ur.m.q,204,1.4522451963241438
ur.q,208,1.87144069166128
usability.m,1202,2.984726050946732
usability.m.m,1768,14.213363066316134
uz,47700,6.351569820673311
uz.b,106,1.4864583333333332
uz.d,3058,5.286224135113012
uz.m,176661,16.416463341952433
uz.m.b,66,3.173529411764706
uz.m.d,8399,1.8646256771388474
uz.m.q,193,5.966305916305916
uz.q,183,1.9585087416609157
ve,495,13.350343522218521
ve.m,564,5.521727048536259
ve.m.m,5,1.75
vec,5989,2.627041467289688
vec.d,273,4.539376075313576
vec.m,7821,1.1605249716407962
vec.m.d,298,1.1456232656232657
vec.m.s,1838,1.3870044976641112
vec.s,1815,2.3817505845404825
vep,2121,3.533715342490814
vep.m,2779,1.4552400195381459
vi,659404,29.19520873064046
vi.b,2670,3.1690280987657253
vi.d,25816,9.615622573614862
vi.m,1671215,404.7846054508291
vi.m.b,6895,45.83818772624843
vi.m.d,41178,3.621324091320806
vi.m.q,1050,2.4969211754480636
vi.m.s,11280,10.646373981263368
vi.m.voy,717,1.9782846067439503
vi.q,979,5.816251464942935
vi.s,3302,2.477282310496469
vi.voy,1007,5.413739091473084
vls,2126,3.3349669877862262
vls.m,2982,1.301400209729046
vo,4092,2.6298234150794375
vo.b,31,4.0249999999999995
vo.d,430,19.45354927493272
vo.m,2375,1.3025887238941762
vo.m.b,29,2.1333333333333333
vo.m.d,544,1.1640121544991409
vo.m.q,14,1.5625
vo.q,52,5.375
wa,2566,3.0845208340773205
wa.b,39,1.0714285714285714
wa.d,1402,3.5923142042714664
wa.m,1415,1.3932688357809875
wa.m.b,11,3.3333333333333335
wa.m.d,1572,1.6127670815134836
wa.m.s,657,1.164915225784791
wa.s,527,2.147718835387501
war,10587,1.8115141199564246
war.m,5895,1.4120026758983517
wb.m,35,1.3392857142857142
wb.m.m,9,1.8571428571428572
wg-en,11,4.6
wikimania.m,7779,11.50082046542832
wikimania.m.m,5772,5.936062193721473
wikitech.m,12715,79.41965546214222
wo,931,5.878143679092137
wo.d,187,11.128463203463204
wo.m,314,1.6454742200048522
wo.m.d,106,1.2578849721706864
wo.m.q,21,1.0
wo.q,14,1.0
wuu,14306,2.5280560231553273
wuu.m,16960,2.228006498898754
www.s,15389,73.44480436143884
www.w,142618,86.46681692465093
www.wd,689969,50.99676857336531
xal,1027,6.194250688568104
xal.m,450,2.0131606402809497
xh,1672,8.29202546818792
xh.b,16,3.0
xh.d,42,7.264705882352941
xh.m,4836,17.66102441940103
xh.m.b,11,2.142857142857143
xh.m.d,13,1.6666666666666667
xmf,4139,3.066786367467229
xmf.m,4543,2.026796403514389
yi,5701,3.4313333607247607
yi.d,283,14.05643187830688
yi.m,2484,1.6389442842988693
yi.m.d,101,1.1992753623188406
yi.m.s,1336,1.4613631877866633
yi.s,626,4.576209221062162
yo,5926,2.113731967129156
yo.b,38,5.333333333333333
yo.d,35,1.4300000000000002
yo.m,16922,1.3999145258558876
yo.m.b,35,1.9076923076923078
yo.m.d,28,1.0
yue.d,537,2.2705228080885975
yue.m.d,897,1.3900246832848744
za,1366,5.091698604760534
za.b,33,1.25
za.d,110,9.957971014492754
za.m,399,1.480432600101384
za.m.b,26,1.6153846153846154
za.m.d,81,1.4526315789473685
za.m.q,18,1.0
za.q,43,1.0441176470588236
zea,1695,5.617104505362154
zea.m,1181,1.3085185326872113
zgh,965,4.607131025344448
zgh.m,1273,1.844130785284273
zh,6634818,471.0179714697906
zh-classical,62999,37.63928876328952
zh-classical.m,5646,1.4720542110203378
zh-min-nan,13761,2.8491695058691575
zh-min-nan.b,45,1.2936507936507937
zh-min-nan.d,554,11.27197797301964
zh-min-nan.m,73119,1.6313972982687843
zh-min-nan.m.b,38,1.5
zh-min-nan.m.d,721,1.1574369819461892
zh-min-nan.m.q,33,1.2307692307692308
zh-min-nan.m.s,844,1.4280921543903424
zh-min-nan.q,62,3.4456140350877194
zh-min-nan.s,627,5.450110701423003
zh-yue,47969,2.370432740552293
zh-yue.m,94052,8.867578142861454
zh.b,73550,69.52476860495156
zh.d,261753,1.3266664165472906
zh.m,9407312,1964.7701222862306
zh.m.b,72737,15.710914608627277
zh.m.d,145998,2.6193102917371216
zh.m.n,3668,2.768813523375579
zh.m.q,23539,4.345525352500604
zh.m.s,155121,4.791338305736428
zh.m.v,31970,22.5267020226468
zh.m.voy,20948,2.036586924651797
zh.n,23145,147.3918574436327
zh.q,9494,2.747137275494777
zh.s,125516,58.90176627793563
zh.v,9040,4.815020429291326
zh.voy,52807,8.850227451241842
zu,4928,5.702421486260751
zu.b,27,2.2666666666666666
zu.d,204,17.33888888888889
zu.m,14872,78.68939922633187
zu.m.b,28,1.2857142857142858
zu.m.d,104,2.189935064935065
